1.000000, 0.043751, 47.591933
1.000000, 0.043751, 47.591933
2.000000, 0.031001, 0.037650
3.000000, 0.054497, 0.041092
4.000000, 0.093730, 0.071695
5.000000, 0.154487, 0.120953
6.000000, 0.238808, 0.193575
7.000000, 0.338828, 0.287438
8.000000, 0.436114, 0.388962
9.000000, 0.512368, 0.477829
10.000000, 0.561293, 0.540535
11.000000, 0.588069, 0.577286
12.000000, 0.601208, 0.596101
13.000000, 0.607247, 0.604952
14.000000, 0.609929, 0.608928
15.000000, 0.611100, 0.610672
16.000000, 0.611607, 0.611430
17.000000, 0.611826, 0.611758
18.000000, 0.611920, 0.611899
19.000000, 0.611961, 0.611960
20.000000, 0.611978, 0.611986
21.000000, 0.611986, 0.611998
22.000000, 0.611989, 0.612002
23.000000, 0.611991, 0.612004
24.000000, 0.611991, 0.612005
25.000000, 0.611991, 0.612006
26.000000, 0.611992, 0.612006
27.000000, 0.611992, 0.612006
28.000000, 0.611992, 0.612006
29.000000, 0.611992, 0.612006
30.000000, 0.611992, 0.612006
31.000000, 0.611992, 0.612006
32.000000, 0.611992, 0.612006
33.000000, 0.611992, 0.612006
34.000000, 0.611992, 0.612006
35.000000, 0.611992, 0.612006
36.000000, 0.611992, 0.612006
37.000000, 0.611992, 0.612006
38.000000, 0.611992, 0.612006
39.000000, 0.611992, 0.612006
40.000000, 0.611992, 0.612006
41.000000, 0.611992, 0.612006
42.000000, 0.611992, 0.612006
43.000000, 0.611992, 0.612006
44.000000, 0.611992, 0.612006
45.000000, 0.611992, 0.612006
46.000000, 0.611992, 0.612006
47.000000, 0.611992, 0.612006
48.000000, 0.611992, 0.612006
49.000000, 0.611992, 0.612006
50.000000, 0.611992, 0.612006
51.000000, 0.611992, 0.612006
52.000000, 0.611992, 0.612006
53.000000, 0.611992, 0.612006
