[1] 2000
           [,1]     [,2]      [,3]     [,4]
 [89,]    6.834    3.278    -3.402   -5.626
 [90,]    5.842    2.758    -2.900   -4.606
 [91,]    5.980    2.864    -3.006   -4.740
 [92,]    7.204    3.598    -3.720   -6.016
 [93,]    6.848    3.424    -3.554   -5.632
 [94,]    6.514    3.272    -3.408   -5.324
 [95,]    6.138    3.048    -3.198   -4.806
 [96,]    7.568    3.948    -4.076   -6.340
 [97,]    7.700    4.060    -4.188   -6.442
 [98,]    6.490    3.370    -3.518   -5.230
 [99,]    6.736    3.568    -3.704   -5.550
[100,]    6.634    3.514    -3.662   -5.340
[101,]    7.534    4.108    -4.246   -6.254
[102,]    7.558    4.168    -4.304   -6.302
[103,]    8.324    4.674    -4.804   -7.030
[104,]    6.858    3.764    -3.920   -5.476
[105,]    7.792    4.424    -4.562   -6.510
[106,]    6.898    3.874    -4.032   -5.572
[107,]    7.680    4.402    -4.554   -6.286
[108,]    8.290    4.852    -4.996   -6.930
[109,]    8.188    4.822    -4.970   -6.820
[110,]    8.044    4.766    -4.918   -6.672
[111,]    9.306    5.662    -5.800   -7.942
[112,]    8.592    5.190    -5.344   -7.110
[113,]    9.664    5.984    -6.128   -8.226
[114,]    9.170    5.676    -5.826   -7.694
[115,]    9.132    5.704    -5.854   -7.678
[116,]    9.566    6.064    -6.212   -8.128
[117,]   10.490    6.756    -6.894   -9.032
[118,]    9.046    5.798    -5.948   -7.646
[119,]    8.766    5.630    -5.792   -7.298
[120,]   10.878    7.180    -7.324   -9.342
[121,]   10.918    7.250    -7.398   -9.336
[122,]    9.948    6.580    -6.748   -8.310
[123,]   10.832    7.290    -7.448   -9.206
[124,]   10.008    6.740    -6.906   -8.402
[125,]   11.178    7.622    -7.790   -9.422
[126,]    9.050    6.126    -6.300   -7.486
[127,]   10.634    7.384    -7.540   -9.074
[128,]   11.580    8.164    -8.318   -9.990
[129,]   10.002    7.008    -7.184   -8.412
[130,]   11.718    8.348    -8.514   -9.984
[131,]   10.388    7.386    -7.564   -8.716
[132,]   10.026    7.142    -7.326   -8.336
[133,]   12.732    9.332    -9.494  -10.958
[134,]   12.606    9.282    -9.452  -10.788
[135,]   13.732   10.214   -10.386  -11.770
[136,]   14.842   11.220   -11.382  -12.940
[137,]   13.908   10.494   -10.668  -11.914
[138,]   14.208   10.822   -10.992  -12.242
[139,]   13.142   10.020   -10.210  -11.168
[140,]   12.960    9.940   -10.126  -11.000
[141,]   13.754   10.644   -10.832  -11.702
[142,]   12.796    9.894   -10.092  -10.728
[143,]   13.300   10.426   -10.618  -11.300
[144,]   14.338   11.358   -11.552  -12.232
[145,]   13.042   10.350   -10.546  -11.058
[146,]   14.982   12.032   -12.230  -12.752
[147,]   16.190   13.124   -13.332  -13.822
[148,]   13.204   10.696   -10.900  -11.186
[149,]   14.780   12.126   -12.326  -12.618
[150,]   17.708   14.762   -14.958  -15.334
[151,]   13.330   10.868   -11.102  -10.938
[152,]   17.072   14.382   -14.586  -14.702
[153,]   18.106   15.364   -15.576  -15.584
[154,]   14.206   11.996   -12.204  -12.064
[155,]   17.900   15.392   -15.602  -15.416
[156,]   17.102   14.720   -14.944  -14.560
[157,]   15.180   13.080   -13.304  -12.834
[158,]   17.840   15.676   -15.888  -15.450
[159,]   15.840   13.892   -14.102  -13.542
[160,]   17.982   15.960   -16.184  -15.482
[161,]   18.380   16.422   -16.634  -15.840
[162,]   20.616   18.568   -18.804  -17.746
[163,]   14.596   12.924   -13.172  -12.084
[164,]   22.456   20.618   -20.842  -19.562
[165,]   21.128   19.348   -19.600  -18.066
[166,]   17.766   16.178   -16.450  -14.864
[167,]   27.258   25.560   -25.814  -23.766
[168,]   18.950   17.578   -17.826  -16.072
[169,]   16.194   14.892   -15.176  -13.360
[170,]   20.972   19.782   -20.036  -17.882
[171,]   21.464   20.492   -20.730  -18.546
[172,]   24.258   23.092   -23.404  -20.452
[173,]   21.342   20.414   -20.692  -18.018
[174,]   22.494   21.782   -22.060  -19.234
[175,]   21.952   21.458   -21.718  -18.922
[176,]   25.074   24.572   -24.868  -21.362
[177,]   25.112   24.862   -25.162  -21.550
[178,]   25.258   25.202   -25.488  -21.796
[179,]   22.498   22.534   -22.802  -19.380
[180,]   23.056   23.152   -23.442  -19.688
[181,]   30.268   30.702   -31.040  -25.906
[182,]   23.966   24.276   -24.586  -20.290
[183,]   24.060   24.684   -24.972  -20.704
[184,]   19.444   19.588   -19.910  -16.000
[185,]   26.748   27.818   -28.108  -23.094
[186,]   24.512   25.608   -25.908  -21.110
[187,]   27.282   28.590   -28.920  -23.274
[188,]   28.116   29.684   -30.010  -24.062
[189,]   27.828   29.508   -29.840  -23.754
[190,]   29.650   31.680   -32.012  -25.394
[191,]   31.396   33.758   -34.112  -26.858
[192,]   26.812   28.896   -29.224  -22.872
[193,]   30.980   33.970   -34.282  -26.990
[194,]   29.400   32.176   -32.536  -25.200
[195,]   31.324   34.680   -35.000  -27.226
[196,]   30.016   32.946   -33.348  -25.266
[197,]   32.250   35.792   -36.176  -27.450
[198,]   38.950   43.900   -44.290  -33.684
[199,]   31.072   34.612   -35.052  -25.974
[200,]   31.934   36.190   -36.576  -27.374
[201,]   39.384   44.710   -45.194  -33.348
[202,]   37.708   43.598   -43.972  -32.896
[203,]   36.288   41.928   -42.332  -31.172
[204,]   34.312   39.536   -39.996  -29.016
[205,]   37.202   43.454   -43.874  -31.940
[206,]   34.658   40.266   -40.738  -29.128
[207,]   45.988   54.538   -55.024  -39.654
[208,]   36.986   43.866   -44.288  -31.716
[209,]   41.986   50.262   -50.710  -36.108
[210,]   39.396   47.194   -47.658  -33.658
[211,]   44.218   53.650   -54.104  -38.218
[212,]   37.192   45.134   -45.564  -31.896
[213,]   38.136   46.566   -47.004  -32.746
[214,]   50.058   61.480   -62.014  -42.766
[215,]   38.328   47.170   -47.626  -32.660
[216,]   40.100   49.728   -50.196  -34.348
[217,]   50.232   62.908   -63.436  -43.224
[218,]   47.030   59.118   -59.652  -40.288
[219,]   42.496   53.812   -54.290  -36.706
[220,]   37.068   46.414   -46.968  -30.978
[221,]   41.556   52.956   -53.454  -35.554
[222,]   43.716   56.234   -56.738  -37.678
[223,]   46.358   59.422   -60.026  -39.154
[224,]   43.288   56.236   -56.730  -37.274
[225,]   39.654   50.894   -51.482  -32.884
[226,]   49.130   64.784   -65.304  -42.502
[227,]   41.078   53.836   -54.384  -34.726
[228,]   47.348   62.102   -62.750  -39.638
[229,]   42.772   56.148   -56.788  -35.480
[230,]   57.680   77.780   -78.384  -49.854
[231,]   53.856   72.392   -73.070  -45.686
[232,]   53.672   72.854   -73.498  -45.966
[233,]   45.284   60.986   -61.648  -37.818
[234,]   60.232   82.668   -83.360  -51.446
[235,]   74.812  103.356  -104.216  -63.912
[236,]   52.116   71.826   -72.522  -44.026
[237,]   76.718  107.520  -108.362  -65.950
[238,]   53.918   74.916   -75.614  -45.216
[239,]   57.360   81.088   -81.750  -49.348
[240,]   57.228   80.282   -81.098  -47.758
[241,]   55.016   78.096   -78.772  -46.740
[242,]   60.870   86.658   -87.460  -51.336
[243,]   60.602   86.544   -87.372  -50.828
[244,]   64.038   92.694   -93.464  -54.616
[245,]   58.946   84.992   -85.842  -49.266
[246,]   61.446   89.544   -90.302  -52.068
[247,]   49.826   71.922   -72.734  -40.862
[248,]   47.070   69.132   -69.794  -39.740
[249,]   54.158   79.980   -80.730  -45.610
[250,]   54.832   81.522   -82.272  -46.206
[251,]   69.082  103.050  -104.058  -57.690
[252,]   69.704  105.502  -106.370  -59.396
[253,]   63.494   96.628   -97.418  -54.206
[254,]   68.912  104.716  -105.662  -57.812
[255,]   97.636  151.068  -152.106  -83.824
[256,]   59.218   90.692   -91.496  -49.562
[257,]   91.848  142.770  -143.854  -77.904
[258,]   73.548  113.610  -114.746  -60.864
[259,]   74.648  116.208  -117.280  -62.252
[260,]   49.284   76.618   -77.406  -40.838
[261,]   67.930  107.138  -108.116  -56.920
[262,]  102.126  163.662  -164.880  -86.804
[263,]   84.792  135.122  -136.312  -70.648
[264,]   81.520  132.208  -133.204  -69.672
[265,]   56.366   90.772   -91.642  -47.242
[266,]   85.782  138.768  -140.004  -71.258
[267,]   68.020  111.196  -112.118  -57.374
[268,]   72.874  120.142  -121.126  -61.740
[269,]   98.634  163.520  -164.836  -83.226
[270,]   95.596  158.668  -160.060  -79.898
[271,]   83.694  140.216  -141.372  -70.478
[272,]   75.464  127.618  -128.586  -64.290
[273,]   80.320  135.808  -136.960  -67.432
[274,]   74.460  125.618  -126.788  -61.646
[275,]   68.848  117.298  -118.330  -57.676
[276,]   90.074  155.416  -156.654  -75.988
[277,]   80.420  138.896  -140.088  -67.240
[278,]   91.514  157.976  -159.412  -75.436
[279,]   84.320  145.866  -147.358  -69.054
[280,]   87.074  153.950  -155.144  -73.780
[281,]   98.246  173.882  -175.282  -82.048
[282,]   99.150  177.692  -178.998  -84.290
[283,]  103.840  184.020  -185.826  -84.926
[284,]   91.984  166.116  -167.466  -77.536
[285,]  108.192  197.496  -198.918  -91.790
[286,]  104.326  188.316  -190.116  -85.644
[287,]   98.050  179.380  -180.842  -81.828
[288,]   94.032  171.802  -173.442  -77.250
[289,]  127.448  239.012  -240.550 -108.908
[290,]   97.030  180.370  -181.914  -80.608
[291,]  115.050  216.848  -218.422  -97.226
[292,]  102.810  192.234  -194.028  -84.222
[293,]  107.366  204.048  -205.708  -89.952
[294,]   78.986  150.428  -151.678  -66.034
[295,]   97.828  186.922  -188.572  -80.910
[296,]  115.644  223.662  -225.442  -96.582
[297,]   85.046  162.542  -164.264  -68.672
[298,]  146.748  287.802  -290.044 -122.744
[299,]   96.436  188.768  -190.318  -79.846
[300,]  120.460  239.214  -240.978 -100.902
[301,]  110.212  218.510  -220.372  -90.884
[302,]  110.088  220.236  -222.004  -91.454
[303,]  122.326  245.310  -247.320 -101.074
[304,]  118.292  238.382  -240.428  -97.322
[305,]  100.880  203.996  -205.762  -82.656
[306,]   99.872  202.638  -204.512  -81.304
[307,]   95.648  196.946  -198.550  -79.486
[308,]  168.152  349.378  -352.128 -138.774
[309,]  116.706  244.644  -246.514  -97.480
[310,]  136.190  284.502  -287.032 -111.050
[311,]  117.426  244.902  -247.340  -94.262
[312,]  142.674  303.364  -305.780 -117.362
[313,]  157.690  339.368  -341.968 -131.200
[314,]  123.490  264.594  -266.882 -100.806
[315,]  100.588  216.778  -218.638  -82.430
[316,]  136.720  300.250  -302.424 -114.474
[317,]  113.062  247.074  -249.146  -92.734
[318,]  166.780  367.388  -370.406 -136.072
[319,]  125.980  277.312  -279.910 -101.412
[320,]  120.646  269.638  -271.890  -99.252
[321,]  127.830  286.200  -288.782 -103.916
[322,]  143.622  322.672  -325.590 -115.584
[323,]  147.550  337.294  -339.878 -121.488
[324,]  122.920  280.930  -283.296 -100.052
[325,]  136.590  310.638  -313.844 -108.172
[326,]  187.130  440.718  -443.578 -156.520
[327,]  155.100  361.564  -364.680 -125.172
[328,]  126.194  293.932  -296.610 -100.692
[329,]  153.072  361.280  -364.370 -123.386
[330,]  186.038  444.568  -448.224 -150.932
[331,]  131.312  313.806  -316.630 -105.578
[332,]  149.704  360.708  -363.922 -120.464
[333,]  145.946  357.118  -359.794 -119.602
[334,]  132.072  322.502  -325.314 -106.218
[335,]  129.996  318.168  -321.206 -103.320
[336,]  164.222  409.356  -412.482 -133.378
[337,]  146.980  370.526  -373.296 -120.388
[338,]  135.888  344.596  -347.288 -111.316
[339,]  102.188  258.070  -260.238  -82.326
[340,]  206.160  531.572  -535.550 -167.606
[341,]  188.936  490.530  -494.110 -153.560
[342,]  160.996  415.546  -419.240 -127.684
[343,]  123.790  322.074  -324.852  -99.184
[344,]  168.744  440.330  -444.436 -132.520
[345,]  178.802  476.618  -480.324 -144.448
[346,]  173.940  464.622  -468.460 -138.706
[347,]  170.756  458.978  -462.670 -135.894
[348,]  160.560  436.608  -440.196 -128.734
[349,]  175.052  480.934  -484.788 -140.610
[350,]  136.602  376.888  -379.842 -109.840
[351,]  174.584  489.832  -493.352 -141.848
[352,]  175.552  498.536  -501.860 -144.244
[353,]  178.888  505.446  -509.564 -142.514
[354,]  198.832  565.260  -570.006 -157.192
[355,]  178.756  507.160  -511.820 -138.290
[356,]  153.312  446.620  -449.868 -124.106
[357,]  190.374  561.936  -565.846 -154.894
[358,]  170.184  503.062  -506.998 -136.282
[359,]  139.600  412.488  -416.046 -110.432
[360,]  190.730  573.486  -577.850 -152.294
[361,]  245.300  750.920  -756.040 -198.454
[362,]  178.678  545.100  -549.324 -141.914
[363,]  185.928  572.206  -576.776 -147.360
[364,]  217.766  672.960  -678.738 -169.898
[365,]  178.210  562.240  -565.990 -144.170
[366,]  315.778 1004.174 -1011.744 -249.384
[367,]  153.658  485.238  -489.528 -119.142
[368,]  205.166  669.456  -673.854 -166.688
[369,]  193.458  622.086  -627.732 -148.646
[370,]  205.170  671.248  -676.562 -160.130
[371,]  204.076  676.410  -681.758 -160.628
[372,]  215.054  723.356  -728.582 -170.876
[373,]  212.190  718.944  -724.204 -167.870
[374,]  247.678  851.184  -857.208 -196.924
[375,]  193.950  666.836  -672.206 -152.096
[376,]  202.580  701.732  -707.164 -157.296
[377,]  166.146  578.794  -583.598 -127.962
[378,]  150.102  521.540  -526.614 -112.776
[379,]  218.092  776.722  -783.200 -167.714
[380,]  162.966  581.618  -586.654 -123.320
[381,]  177.366  630.190  -636.636 -129.564
[382,]  197.144  718.070  -724.356 -147.906
[383,]  230.000  868.310  -874.240 -182.284
[384,]  207.522  776.378  -782.810 -157.212
[385,]  202.608  769.750  -775.900 -155.068
[386,]  196.594  751.734  -758.148 -148.724
[387,]  212.262  820.948  -828.050 -160.188
[388,]  219.486  859.522  -866.668 -165.800
[389,]  212.406  849.016  -855.580 -162.862
[390,]  210.820  854.472  -860.874 -163.196
[391,]  202.328  819.986  -826.790 -151.520
[392,]  129.454  527.332  -531.786  -97.660
[393,]  191.772  796.198  -802.746 -144.720
[394,]  191.726  808.280  -814.684 -143.762
[395,]  170.534  715.412  -722.214 -123.602
[396,]  191.326  810.474  -818.716 -137.218
[397,]  201.198  887.378  -893.848 -153.182
[398,]  182.578  817.428  -823.048 -140.446
[399,]  180.676  800.200  -807.766 -131.224
[400,]  172.542  779.630  -786.346 -127.052
[401,]  168.246  766.212  -773.094 -121.858
[402,]  200.438  938.204  -945.436 -148.466
[403,]  215.688 1023.828 -1031.932 -159.454
[404,]  183.768  883.764  -890.752 -135.368
[405,]  151.208  724.394  -730.788 -106.932
[406,]  244.996 1207.540 -1218.070 -175.660
[407,]  208.968 1043.632 -1052.144 -149.832
[408,]  226.376 1164.970 -1173.368 -167.726
[409,]  219.302 1137.286 -1146.108 -159.636
[410,]  219.106 1153.656 -1162.742 -157.876
[411,]  183.206  976.110  -983.708 -131.790
[412,]  210.862 1139.918 -1149.444 -148.188
[413,]  200.774 1118.790 -1126.520 -145.372
[414,]  239.110 1352.642 -1362.394 -172.450
[415,]  209.766 1216.818 -1224.624 -154.324
[416,]  240.028 1386.712 -1398.576 -166.134
[417,]  180.422 1060.698 -1069.008 -125.156
[418,]  264.196 1623.026 -1633.818 -190.742
[419,]  187.970 1140.354 -1149.974 -128.018
[420,]  256.954 1599.630 -1612.646 -173.664
[421,]  162.618  990.480 -1001.170 -101.464
[422,]  146.466  939.828  -947.400  -99.612
[423,]  156.272 1033.648 -1041.094 -107.996
[424,]  162.376 1094.252 -1102.582 -110.800
[425,]  163.528 1133.752 -1141.974 -112.256
[426,]  146.216 1008.920 -1017.860  -93.674
[427,]  160.992 1178.304 -1186.236 -111.904
[428,]  198.976 1445.330 -1457.752 -125.336
[429,]  202.736 1559.582 -1569.900 -137.112
[430,]  184.820 1424.488 -1435.884 -117.288
[431,]  137.418 1066.024 -1074.826  -84.882
[432,]  141.312 1129.490 -1139.050  -88.370
[433,]  179.780 1499.862 -1510.982 -112.496
[434,]  121.966 1017.052 -1026.000  -71.960
[435,]  140.528 1229.644 -1239.134  -86.192
[436,]  227.700 2143.310 -2156.322 -149.696
[437,]  126.950 1183.728 -1192.326  -78.486
[438,]  138.640 1343.456 -1352.924  -85.144
[439,]  120.396 1136.052 -1146.998  -62.542
[440,]  133.024 1323.678 -1335.282  -71.042
[441,]  129.998 1374.908 -1385.266  -74.186
[442,]   93.906  985.882  -994.508  -50.316
[443,]  126.588 1455.736 -1465.624  -72.230
[444,]  175.366 2118.290 -2132.858  -95.518
[445,]  117.810 1416.354 -1428.140  -57.976
[446,]  103.824 1310.184 -1320.382  -52.338
[447,]  139.660 1930.058 -1942.058  -75.018
[448,]  156.918 2218.910 -2235.312  -72.082
[449,]  143.522 2100.118 -2116.436  -61.314
[450,]  103.510 1562.382 -1574.656  -43.392
[451,]  134.214 2264.968 -2279.438  -59.896
[452,]   85.278 1415.748 -1427.314  -30.652
[453,]   82.664 1482.710 -1494.008  -29.470
[454,]   92.966 1829.926 -1841.812  -33.510
[455,]   85.360 1853.960 -1865.590  -27.308
[456,]   76.338 1718.790 -1730.686  -18.876
[457,]   70.838 1693.492 -1705.488  -13.558
[458,]   66.288 1625.856 -1640.218   -2.898
[459,]   50.202 1331.840 -1343.402   -0.112
[460,]   50.772 1606.146 -1617.268   -0.052
[461,]   46.934 1524.724 -1538.134    7.504
[462,]   36.562 1266.776 -1278.550   11.820
[463,]   31.448 1502.492 -1512.350   13.566
[464,]   30.118 1607.836 -1620.292   21.722
[465,]   20.424 1103.246 -1112.726   18.152
[466,]   16.650 1464.004 -1474.332   27.468
[467,]   14.352 2270.462 -2286.542   50.966
[468,]    6.642 1622.912 -1634.754   40.570
[469,]    2.172 2002.462 -2018.100   61.028
[470,]   -4.956 1615.548 -1627.152   49.820
[471,]  -10.178 1619.498 -1630.464   54.612
[472,]  -36.294 2798.024 -2815.616  105.600
[473,]  -24.750 1906.342 -1921.070   80.706
[474,]  -27.534 1570.324 -1580.984   67.132
[475,]  -50.446 2288.764 -2304.172  108.684
[476,]  -38.678 1727.510 -1742.258   89.372
[477,]  -65.424 2365.688 -2385.500  135.018
[478,]  -72.676 2182.786 -2196.688  121.280
[479,]  -91.562 2405.608 -2418.636  137.590
[480,]  -71.020 1823.142 -1836.592  115.018
[481,]  -99.026 2264.768 -2280.908  152.424
[482,] -106.972 2242.660 -2257.410  155.702
[483,]  -96.128 1876.322 -1888.662  134.918
[484,] -103.432 1915.684 -1929.302  145.148
[485,] -113.220 1946.364 -1959.574  152.946
[486,] -192.642 3017.362 -3036.722  248.834
[487,] -115.540 1812.290 -1827.118  156.432
[488,] -140.894 2019.832 -2034.412  180.584
[489,] -165.454 2215.744 -2229.608  202.440
[490,] -198.908 2520.270 -2536.678  241.360
[491,] -144.360 1787.546 -1800.132  176.304
[492,] -163.036 1907.196 -1919.578  193.010
[493,] -201.122 2214.780 -2227.782  230.776
[494,] -210.308 2267.928 -2285.172  250.060
[495,] -155.494 1633.260 -1645.610  182.776
[496,] -237.440 2338.044 -2353.340  268.682
[497,] -170.934 1644.564 -1656.092  194.540
[498,] -251.712 2283.254 -2296.350  276.172
[499,] -280.932 2469.964 -2486.996  312.344
[500,] -189.576 1639.330 -1651.286  212.278

