1.000000, 0.043751, 47.584879
1.000000, 0.043751, 47.584879
2.000000, 0.075675, 0.057504
3.000000, 0.116022, 0.089468
4.000000, 0.163625, 0.128504
5.000000, 0.210713, 0.168638
6.000000, 0.249808, 0.203227
7.000000, 0.277832, 0.228800
8.000000, 0.295896, 0.245656
9.000000, 0.306765, 0.255947
10.000000, 0.313037, 0.261940
11.000000, 0.316572, 0.265334
12.000000, 0.318537, 0.267227
13.000000, 0.319621, 0.268273
14.000000, 0.320217, 0.268848
15.000000, 0.320543, 0.269163
16.000000, 0.320722, 0.269336
17.000000, 0.320820, 0.269431
18.000000, 0.320873, 0.269482
19.000000, 0.320903, 0.269511
20.000000, 0.320919, 0.269526
21.000000, 0.320927, 0.269534
22.000000, 0.320932, 0.269539
23.000000, 0.320935, 0.269542
24.000000, 0.320936, 0.269543
25.000000, 0.320937, 0.269544
26.000000, 0.320937, 0.269544
27.000000, 0.320938, 0.269544
28.000000, 0.320938, 0.269545
29.000000, 0.320938, 0.269545
30.000000, 0.320938, 0.269545
31.000000, 0.320938, 0.269545
32.000000, 0.320938, 0.269545
33.000000, 0.320938, 0.269545
34.000000, 0.320938, 0.269545
35.000000, 0.320938, 0.269545
36.000000, 0.320938, 0.269545
37.000000, 0.320938, 0.269545
38.000000, 0.320938, 0.269545
39.000000, 0.320938, 0.269545
1.000000, 0.043751, 47.584879
2.000000, 0.075675, 0.057504
3.000000, 0.116022, 0.089468
4.000000, 0.163625, 0.128504
5.000000, 0.210713, 0.168638
6.000000, 0.249808, 0.203227
7.000000, 0.277832, 0.228800
8.000000, 0.295896, 0.245656
9.000000, 0.306765, 0.255947
10.000000, 0.313037, 0.261940
11.000000, 0.316572, 0.265334
12.000000, 0.318537, 0.267227
13.000000, 0.319621, 0.268273
14.000000, 0.320217, 0.268848
15.000000, 0.320543, 0.269163
16.000000, 0.320722, 0.269336
17.000000, 0.320820, 0.269431
18.000000, 0.320873, 0.269482
19.000000, 0.320903, 0.269511
20.000000, 0.320919, 0.269526
21.000000, 0.320927, 0.269534
22.000000, 0.320932, 0.269539
23.000000, 0.320935, 0.269542
24.000000, 0.320936, 0.269543
25.000000, 0.320937, 0.269544
26.000000, 0.320937, 0.269544
27.000000, 0.320938, 0.269544
28.000000, 0.320938, 0.269545
29.000000, 0.320938, 0.269545
30.000000, 0.320938, 0.269545
31.000000, 0.320938, 0.269545
32.000000, 0.320938, 0.269545
33.000000, 0.320938, 0.269545
34.000000, 0.320938, 0.269545
35.000000, 0.320938, 0.269545
1.000000, 0.043751, 47.584879
2.000000, 0.075675, 0.057504
3.000000, 0.116022, 0.089468
4.000000, 0.163625, 0.128504
5.000000, 0.210713, 0.168638
6.000000, 0.249808, 0.203227
7.000000, 0.277832, 0.228800
8.000000, 0.295896, 0.245656
9.000000, 0.306765, 0.255947
10.000000, 0.313037, 0.261940
11.000000, 0.316572, 0.265334
12.000000, 0.318537, 0.267227
13.000000, 0.319621, 0.268273
14.000000, 0.320217, 0.268848
15.000000, 0.320543, 0.269163
16.000000, 0.320722, 0.269336
17.000000, 0.320820, 0.269431
1.000000, 0.043751, 47.584879
2.000000, 0.075675, 0.057504
3.000000, 0.116022, 0.089468
4.000000, 0.163625, 0.128504
5.000000, 0.210713, 0.168638
6.000000, 0.249808, 0.203227
7.000000, 0.277832, 0.228800
8.000000, 0.295896, 0.245656
9.000000, 0.306765, 0.255947
