1.000000, 0.228909, 1.705691
1.000000, 0.228909, 1.705691
1.000000, 0.228909, 1.705691
2.000000, 0.246304, 0.356712
3.000000, 0.262873, 0.511512
4.000000, 0.282440, 0.493994
5.000000, 0.290650, 0.531109
6.000000, 0.294483, 0.535155
7.000000, 0.296113, 0.540582
8.000000, 0.296790, 0.541858
9.000000, 0.297069, 0.542666
10.000000, 0.297184, 0.542917
11.000000, 0.297231, 0.543045
12.000000, 0.297250, 0.543090
13.000000, 0.297258, 0.543111
14.000000, 0.297262, 0.543118
15.000000, 0.297263, 0.543122
16.000000, 0.297263, 0.543123
17.000000, 0.297264, 0.543124
18.000000, 0.297264, 0.543124
19.000000, 0.297264, 0.543124
20.000000, 0.297264, 0.543124
21.000000, 0.297264, 0.543124
22.000000, 0.297264, 0.543124
23.000000, 0.297264, 0.543124
24.000000, 0.297264, 0.543124
25.000000, 0.297264, 0.543124
26.000000, 0.297264, 0.543124
27.000000, 0.297264, 0.543124
28.000000, 0.297264, 0.543124
29.000000, 0.297264, 0.543124
30.000000, 0.297264, 0.543124
1.000000, 0.228909, 1.705691
2.000000, 0.246304, 0.356712
3.000000, 0.262873, 0.511512
4.000000, 0.282440, 0.493994
5.000000, 0.290650, 0.531109
