1.000000, 2.043581, 2.043645, 2.043613
2.000000, 0.000362, 0.000362, 0.000362
3.000000, 0.001782, 0.001782, 0.001782
4.000000, 0.008681, 0.008681, 0.008681
5.000000, 0.040248, 0.040248, 0.040248
6.000000, 0.152695, 0.152693, 0.152694
7.000000, 0.350918, 0.350909, 0.350913
8.000000, 0.481753, 0.481737, 0.481745
9.000000, 0.530174, 0.530154, 0.530164
10.000000, 0.545676, 0.545654, 0.545665
11.000000, 0.550575, 0.550553, 0.550564
12.000000, 0.552115, 0.552092, 0.552103
13.000000, 0.552597, 0.552575, 0.552586
14.000000, 0.552748, 0.552726, 0.552737
15.000000, 0.552796, 0.552773, 0.552784
16.000000, 0.552811, 0.552788, 0.552799
1.000000, 2.043581, 2.043645, 2.043613
2.000000, 0.000362, 0.000362, 0.000362
3.000000, 0.001782, 0.001782, 0.001782
4.000000, 0.008681, 0.008681, 0.008681
5.000000, 0.040248, 0.040248, 0.040248
6.000000, 0.152695, 0.152693, 0.152694
7.000000, 0.350918, 0.350909, 0.350913
8.000000, 0.481753, 0.481737, 0.481745
9.000000, 0.530174, 0.530154, 0.530164
10.000000, 0.545676, 0.545654, 0.545665
